"Statistic Label","CensusYear","Sex","Single Year of Age","Administrative Counties","UNIT","VALUE"
"Population","2022","Both sexes","32 years","Longford County Council","Number","538"
"Population","2022","Both sexes","32 years","Louth County Council","Number","1655"
"Population","2022","Both sexes","32 years","Meath County Council","Number","2681"
"Population","2022","Both sexes","32 years","Offaly County Council","Number","923"
"Population","2022","Both sexes","32 years","Westmeath County Council","Number","1195"
"Population","2022","Both sexes","32 years","Wexford County Council","Number","1882"
"Population","2022","Both sexes","32 years","Wicklow County Council","Number","1702"
"Population","2022","Both sexes","32 years","Clare County Council","Number","1330"
"Population","2022","Both sexes","32 years","Cork City Council","Number","3564"
"Population","2022","Both sexes","32 years","Cork County Council","Number","3841"
"Population","2022","Both sexes","32 years","Kerry County Council","Number","1697"
"Population","2022","Both sexes","32 years","Limerick City & County Council","Number","2672"
"Population","2022","Both sexes","32 years","Tipperary County Council","Number","1814"
"Population","2022","Both sexes","32 years","Waterford City & County Council","Number","1550"
"Population","2022","Both sexes","32 years","Galway City Council","Number","1354"
"Population","2022","Both sexes","32 years","Galway County Council","Number","1954"
"Population","2022","Both sexes","32 years","Leitrim County Council","Number","380"
"Population","2022","Both sexes","32 years","Mayo  County Council","Number","1430"
"Population","2022","Both sexes","32 years","Roscommon County Council","Number","736"
"Population","2022","Both sexes","32 years","Sligo County Council","Number","742"
"Population","2022","Both sexes","32 years","Cavan County Council","Number","996"
"Population","2022","Both sexes","32 years","Donegal County Council","Number","1863"
"Population","2022","Both sexes","32 years","Monaghan County Council","Number","713"
"Population","2022","Both sexes","33 years","Ireland","Number","66377"
"Population","2022","Both sexes","33 years","Carlow County Council","Number","750"
"Population","2022","Both sexes","33 years","Dublin City Council","Number","11434"
"Population","2022","Both sexes","33 years","Dún Laoghaire Rathdown County Council","Number","3023"
"Population","2022","Both sexes","33 years","Fingal County Council","Number","4596"
"Population","2022","Both sexes","33 years","South Dublin County Council","Number","4079"
"Population","2022","Both sexes","33 years","Kildare County Council","Number","3187"
"Population","2022","Both sexes","33 years","Kilkenny County Council","Number","1131"
"Population","2022","Both sexes","33 years","Laois County Council","Number","1121"
"Population","2022","Both sexes","33 years","Longford County Council","Number","549"
"Population","2022","Both sexes","33 years","Louth County Council","Number","1736"
"Population","2022","Both sexes","33 years","Meath County Council","Number","2655"
"Population","2022","Both sexes","33 years","Offaly County Council","Number","934"
"Population","2022","Both sexes","33 years","Westmeath County Council","Number","1189"
"Population","2022","Both sexes","33 years","Wexford County Council","Number","1830"
"Population","2022","Both sexes","33 years","Wicklow County Council","Number","1780"
"Population","2022","Both sexes","33 years","Clare County Council","Number","1338"
"Population","2022","Both sexes","33 years","Cork City Council","Number","3338"
"Population","2022","Both sexes","33 years","Cork County Council","Number","3933"
"Population","2022","Both sexes","33 years","Kerry County Council","Number","1674"
"Population","2022","Both sexes","33 years","Limerick City & County Council","Number","2623"
"Population","2022","Both sexes","33 years","Tipperary County Council","Number","1829"
"Population","2022","Both sexes","33 years","Waterford City & County Council","Number","1462"
"Population","2022","Both sexes","33 years","Galway City Council","Number","1222"
"Population","2022","Both sexes","33 years","Galway County Council","Number","2096"
"Population","2022","Both sexes","33 years","Leitrim County Council","Number","379"
"Population","2022","Both sexes","33 years","Mayo  County Council","Number","1519"
"Population","2022","Both sexes","33 years","Roscommon County Council","Number","732"
"Population","2022","Both sexes","33 years","Sligo County Council","Number","753"
"Population","2022","Both sexes","33 years","Cavan County Council","Number","955"
"Population","2022","Both sexes","33 years","Donegal County Council","Number","1829"
"Population","2022","Both sexes","33 years","Monaghan County Council","Number","701"
"Population","2022","Both sexes","34 years","Ireland","Number","69405"
"Population","2022","Both sexes","34 years","Carlow County Council","Number","774"
"Population","2022","Both sexes","34 years","Dublin City Council","Number","11048"
"Population","2022","Both sexes","34 years","Dún Laoghaire Rathdown County Council","Number","3044"
"Population","2022","Both sexes","34 years","Fingal County Council","Number","4787"
"Population","2022","Both sexes","34 years","South Dublin County Council","Number","4370"
"Population","2022","Both sexes","34 years","Kildare County Council","Number","3343"
"Population","2022","Both sexes","34 years","Kilkenny County Council","Number","1230"
"Population","2022","Both sexes","34 years","Laois County Council","Number","1179"
"Population","2022","Both sexes","34 years","Longford County Council","Number","628"
"Population","2022","Both sexes","34 years","Louth County Council","Number","1831"
"Population","2022","Both sexes","34 years","Meath County Council","Number","2906"
"Population","2022","Both sexes","34 years","Offaly County Council","Number","1035"
"Population","2022","Both sexes","34 years","Westmeath County Council","Number","1238"
"Population","2022","Both sexes","34 years","Wexford County Council","Number","2019"
"Population","2022","Both sexes","34 years","Wicklow County Council","Number","1846"
"Population","2022","Both sexes","34 years","Clare County Council","Number","1455"
"Population","2022","Both sexes","34 years","Cork City Council","Number","3410"
"Population","2022","Both sexes","34 years","Cork County Council","Number","4254"
"Population","2022","Both sexes","34 years","Kerry County Council","Number","1724"
"Population","2022","Both sexes","34 years","Limerick City & County Council","Number","2738"
"Population","2022","Both sexes","34 years","Tipperary County Council","Number","1963"
"Population","2022","Both sexes","34 years","Waterford City & County Council","Number","1557"
"Population","2022","Both sexes","34 years","Galway City Council","Number","1332"
"Population","2022","Both sexes","34 years","Galway County Council","Number","2233"
"Population","2022","Both sexes","34 years","Leitrim County Council","Number","409"
"Population","2022","Both sexes","34 years","Mayo  County Council","Number","1634"
"Population","2022","Both sexes","34 years","Roscommon County Council","Number","782"
"Population","2022","Both sexes","34 years","Sligo County Council","Number","786"
"Population","2022","Both sexes","34 years","Cavan County Council","Number","988"
"Population","2022","Both sexes","34 years","Donegal County Council","Number","2023"
"Population","2022","Both sexes","34 years","Monaghan County Council","Number","839"
"Population","2022","Both sexes","35 years","Ireland","Number","72635"
"Population","2022","Both sexes","35 years","Carlow County Council","Number","833"
"Population","2022","Both sexes","35 years","Dublin City Council","Number","10932"
"Population","2022","Both sexes","35 years","Dún Laoghaire Rathdown County Council","Number","3054"
"Population","2022","Both sexes","35 years","Fingal County Council","Number","5012"
"Population","2022","Both sexes","35 years","South Dublin County Council","Number","4463"
"Population","2022","Both sexes","35 years","Kildare County Council","Number","3586"
"Population","2022","Both sexes","35 years","Kilkenny County Council","Number","1375"
"Population","2022","Both sexes","35 years","Laois County Council","Number","1353"
"Population","2022","Both sexes","35 years","Longford County Council","Number","613"
"Population","2022","Both sexes","35 years","Louth County Council","Number","1912"
